disp_id,client_id,account_id,type,birth_number,client_district_id,account_district_id,frequency,date
2754,2754,2274,OWNER,785524,66,66,monthly issuance,960121
2755,2755,2275,OWNER,705323,1,1,monthly issuance,960916
2756,2756,2276,OWNER,195928,31,31,monthly issuance,931022
2758,2758,2278,OWNER,460714,1,1,monthly issuance,960803
2759,2759,2279,OWNER,740126,2,2,weekly issuance,961030
2760,2760,2280,OWNER,756212,68,68,monthly issuance,950817
2761,2761,2281,OWNER,775929,1,1,monthly issuance,950713
2762,2762,2282,OWNER,535423,29,29,weekly issuance,930917
2765,2765,2285,OWNER,815420,36,36,monthly issuance,961121
2766,2766,2286,OWNER,590915,70,70,monthly issuance,961206
2767,2767,2286,DISPONENT,545604,70,70,monthly issuance,961206
2768,2768,2287,OWNER,640402,1,1,monthly issuance,960421
2769,2769,2288,OWNER,370515,69,69,monthly issuance,960101
2770,2770,2289,OWNER,540708,1,1,monthly issuance,960307
2771,2771,2290,OWNER,201025,37,37,monthly issuance,961022
2772,2772,2290,DISPONENT,235108,37,37,monthly issuance,961022
2773,2773,2291,OWNER,195913,49,49,monthly issuance,960727
2774,2774,2291,DISPONENT,210223,49,49,monthly issuance,960727
2775,2775,2292,OWNER,785709,41,41,monthly issuance,950629
2776,2776,2293,OWNER,345607,31,31,monthly issuance,930213
2777,2777,2294,OWNER,705328,46,46,monthly issuance,960929
2778,2778,2295,OWNER,640516,57,57,monthly issuance,960625
2779,2779,2296,OWNER,480504,29,29,monthly issuance,971105
2780,2780,2296,DISPONENT,475116,29,29,monthly issuance,971105
2781,2781,2297,OWNER,606122,46,46,monthly issuance,950618
2782,2782,2298,OWNER,400913,31,31,monthly issuance,930703
2783,2783,2299,OWNER,400620,1,1,monthly issuance,970121
2784,2784,2300,OWNER,585725,36,36,monthly issuance,970113
2785,2785,2301,OWNER,620729,22,22,monthly issuance,951010
2786,2786,2302,OWNER,511102,24,24,monthly issuance,930910
2787,2787,2303,OWNER,766014,41,41,monthly issuance,961124
2788,2788,2304,OWNER,516021,49,49,monthly issuance,960219
2789,2789,2305,OWNER,516225,1,1,monthly issuance,931211
2790,2790,2306,OWNER,750210,16,38,monthly issuance,931208
2791,2791,2307,OWNER,211010,60,60,monthly issuance,950712
2794,2794,2309,OWNER,650122,18,18,monthly issuance,951203
2795,2795,2309,DISPONENT,685413,18,18,monthly issuance,951203
2796,2796,2310,OWNER,740625,15,15,monthly issuance,950719
2797,2797,2311,OWNER,501105,28,28,monthly issuance,971019
2798,2798,2312,OWNER,310627,65,65,monthly issuance,970926
2799,2799,2313,OWNER,616202,4,26,weekly issuance,930413
2800,2800,2314,OWNER,490826,2,2,monthly issuance,960907
2801,2801,2315,OWNER,190218,75,75,monthly issuance,940213
2802,2802,2316,OWNER,666129,1,1,monthly issuance,970721
2803,2803,2317,OWNER,311012,68,68,monthly issuance,970828
2804,2804,2317,DISPONENT,366110,68,68,monthly issuance,970828
2805,2805,2318,OWNER,640713,73,73,monthly issuance,931108
2806,2806,2319,OWNER,555701,58,58,monthly issuance,960702
2808,2808,2321,OWNER,745331,8,35,monthly issuance,930513
2809,2809,2322,OWNER,790214,33,33,monthly issuance,950102
2810,2810,2323,OWNER,710728,72,72,monthly issuance,950508
2811,2811,2324,OWNER,466207,1,1,monthly issuance,970524
2812,2812,2325,OWNER,705502,55,55,monthly issuance,970226
2813,2813,2326,OWNER,410410,70,70,monthly issuance,940124
2814,2814,2327,OWNER,735210,19,19,monthly issuance,930608
2815,2815,2328,OWNER,300630,35,35,monthly issuance,950614
2816,2816,2328,DISPONENT,385315,35,35,monthly issuance,950614
2817,2817,2329,OWNER,775219,1,1,monthly issuance,960807
2818,2818,2330,OWNER,630412,54,54,monthly issuance,930119
2819,2819,2331,OWNER,800812,8,8,monthly issuance,950429
2820,2820,2332,OWNER,661217,77,77,monthly issuance,960924
2821,2821,2333,OWNER,806101,45,45,monthly issuance,941008
2822,2822,2334,OWNER,581019,50,50,monthly issuance,960319
2823,2823,2335,OWNER,466218,70,70,monthly issuance,960404
2824,2824,2336,OWNER,410905,39,39,monthly issuance,930708
2825,2825,2337,OWNER,580329,65,65,monthly issuance,970707
2826,2826,2338,OWNER,350128,59,59,monthly issuance,970808
2827,2827,2339,OWNER,230213,63,63,monthly issuance,960922
2828,2828,2340,OWNER,495710,14,14,monthly issuance,970622
2829,2829,2341,OWNER,396227,33,33,monthly issuance,951125
2830,2830,2342,OWNER,741114,51,51,monthly issuance,930211
2831,2831,2343,OWNER,805709,68,68,monthly issuance,941209
2832,2832,2344,OWNER,270723,13,13,monthly issuance,960702
2833,2833,2344,DISPONENT,235709,13,13,monthly issuance,960702
2834,2834,2345,OWNER,490523,52,5,monthly issuance,931025
2835,2835,2346,OWNER,660127,27,27,monthly issuance,960508
2836,2836,2347,OWNER,195921,38,38,monthly issuance,960830
2837,2837,2347,DISPONENT,270521,38,38,monthly issuance,960830
2838,2838,2348,OWNER,650309,65,65,monthly issuance,960205
2839,2839,2349,OWNER,285705,72,72,monthly issuance,960911
2840,2840,2349,DISPONENT,340514,72,72,monthly issuance,960911
2841,2841,2350,OWNER,735410,18,18,monthly issuance,960804
2842,2842,2351,OWNER,580617,74,74,monthly issuance,970908
2843,2843,2352,OWNER,666006,70,70,monthly issuance,950121
2844,2844,2353,OWNER,621119,51,51,monthly issuance,950921
2845,2845,2354,OWNER,520902,7,7,monthly issuance,970317
2846,2846,2355,OWNER,695317,1,1,monthly issuance,950103
2847,2847,2356,OWNER,425725,34,34,weekly issuance,961223
2848,2848,2356,DISPONENT,390220,34,34,weekly issuance,961223
2849,2849,2357,OWNER,280402,19,19,monthly issuance,930104
2850,2850,2358,OWNER,700820,7,7,monthly issuance,950913
2851,2851,2359,OWNER,390810,54,54,monthly issuance,960714
2852,2852,2360,OWNER,425628,26,26,monthly issuance,960827
2853,2853,2361,OWNER,565425,28,28,monthly issuance,940225
2854,2854,2362,OWNER,490601,16,16,monthly issuance,961230
2855,2855,2362,DISPONENT,575726,16,16,monthly issuance,961230
2856,2856,2363,OWNER,231111,47,47,monthly issuance,941007
2857,2857,2364,OWNER,270203,33,33,monthly issuance,950503
2858,2858,2365,OWNER,265212,42,42,monthly issuance,941104
2859,2859,2366,OWNER,285924,68,68,monthly issuance,970520
2860,2860,2367,OWNER,580331,28,28,monthly issuance,950304
2862,2862,2369,OWNER,646007,49,49,monthly issuance,970719
2863,2863,2369,DISPONENT,680305,49,49,monthly issuance,970719
2864,2864,2370,OWNER,525409,51,51,monthly issuance,971001
2865,2865,2371,OWNER,481118,15,15,weekly issuance,971023
2866,2866,2371,DISPONENT,496030,15,15,weekly issuance,971023
2867,2867,2372,OWNER,605123,1,1,monthly issuance,970615
2868,2868,2373,OWNER,331214,14,14,monthly issuance,960929
2869,2869,2374,OWNER,750805,1,1,monthly issuance,951207
2870,2870,2375,OWNER,591128,29,29,monthly issuance,940516
2871,2871,2376,OWNER,676123,71,71,monthly issuance,961214
2872,2872,2377,OWNER,336027,77,77,monthly issuance,941113
2873,2873,2378,OWNER,755324,16,16,monthly issuance,930101
2874,2874,2379,OWNER,720910,34,44,monthly issuance,930110
2875,2875,2380,OWNER,360817,46,46,monthly issuance,970227
2876,2876,2381,OWNER,770107,1,1,monthly issuance,970213
2877,2877,2382,OWNER,320429,59,59,monthly issuance,940308
2878,2878,2383,OWNER,470417,68,68,monthly issuance,960805
2879,2879,2384,OWNER,770110,40,40,monthly issuance,941223
2880,2880,2385,OWNER,521230,60,60,monthly issuance,961115
2881,2881,2386,OWNER,675321,12,12,monthly issuance,961217
2882,2882,2387,OWNER,311214,70,70,monthly issuance,960622
2883,2883,2388,OWNER,530226,30,30,monthly issuance,930609
2884,2884,2389,OWNER,586010,40,40,monthly issuance,960602
2885,2885,2390,OWNER,656004,1,1,monthly issuance,960212
2886,2886,2390,DISPONENT,581003,1,1,monthly issuance,960212
2887,2887,2391,OWNER,615129,2,2,monthly issuance,971107
2888,2888,2392,OWNER,785909,1,1,monthly issuance,970518
2889,2889,2393,OWNER,431205,25,10,monthly issuance,930107
2890,2890,2394,OWNER,511011,62,62,monthly issuance,970823
2891,2891,2394,DISPONENT,575723,62,62,monthly issuance,970823
2892,2892,2395,OWNER,415321,3,3,monthly issuance,960624
2893,2893,2396,OWNER,276102,2,2,monthly issuance,930222
2894,2894,2397,OWNER,485725,70,70,monthly issuance,960614
2895,2895,2398,OWNER,775517,70,70,monthly issuance,961125
2896,2896,2399,OWNER,755516,1,1,monthly issuance,940426
2897,2897,2400,OWNER,250718,40,40,monthly issuance,960615
2898,2898,2400,DISPONENT,206017,40,40,monthly issuance,960615
2899,2899,2401,OWNER,180518,16,16,monthly issuance,940826
2900,2900,2402,OWNER,230322,18,18,monthly issuance,971106
2901,2901,2403,OWNER,395109,25,25,monthly issuance,960220
2902,2902,2404,OWNER,595703,8,8,monthly issuance,970605
2903,2903,2404,DISPONENT,591126,8,8,monthly issuance,970605
2904,2904,2405,OWNER,465518,64,64,monthly issuance,970227
2905,2905,2405,DISPONENT,510707,64,64,monthly issuance,970227
2906,2906,2406,OWNER,341216,5,5,monthly issuance,960322
2907,2907,2406,DISPONENT,325922,5,5,monthly issuance,960322
2908,2908,2407,OWNER,710228,1,1,monthly issuance,960721
2909,2909,2408,OWNER,361009,26,26,monthly issuance,961227
2910,2910,2409,OWNER,360928,76,76,monthly issuance,960213
2911,2911,2410,OWNER,320925,45,54,monthly issuance,930511
2912,2912,2410,DISPONENT,255728,45,54,monthly issuance,930511
2913,2913,2411,OWNER,621227,44,69,monthly issuance,930627
2915,2915,2413,OWNER,545222,33,33,monthly issuance,971027
2916,2916,2414,OWNER,720930,1,1,monthly issuance,950119
2917,2917,2415,OWNER,400118,16,16,monthly issuance,970227
2918,2918,2416,OWNER,670521,5,5,monthly issuance,960123
2919,2919,2416,DISPONENT,705908,5,5,monthly issuance,960123
2920,2920,2417,OWNER,625623,44,44,monthly issuance,930820
2921,2921,2418,OWNER,766220,64,64,monthly issuance,961029
2922,2922,2419,OWNER,400907,43,24,monthly issuance,931127
2923,2923,2420,OWNER,775321,35,35,monthly issuance,960625
2924,2924,2421,OWNER,415206,18,18,monthly issuance,950111
2925,2925,2421,DISPONENT,470908,18,18,monthly issuance,950111
2926,2926,2422,OWNER,340211,27,27,monthly issuance,970829
2927,2927,2422,DISPONENT,296228,27,27,monthly issuance,970829
2928,2928,2423,OWNER,320302,38,30,monthly issuance,930214
2929,2929,2424,OWNER,580310,1,1,monthly issuance,951013
2930,2930,2425,OWNER,410322,41,41,monthly issuance,930123
2932,2932,2427,OWNER,405711,1,70,weekly issuance,931008
2933,2933,2428,OWNER,421212,72,72,monthly issuance,930908
2934,2934,2428,DISPONENT,485427,72,72,monthly issuance,930908
2935,2935,2429,OWNER,445502,61,61,monthly issuance,930206
2936,2936,2430,OWNER,455311,3,3,monthly issuance,941009
2937,2937,2431,OWNER,490701,74,74,monthly issuance,950223
2938,2938,2432,OWNER,215601,8,8,monthly issuance,960418
2939,2939,2433,OWNER,180213,8,71,monthly issuance,930219
2940,2940,2434,OWNER,651016,1,17,monthly issuance,930202
2941,2941,2435,OWNER,510312,38,38,monthly issuance,931101
2942,2942,2436,OWNER,665603,67,67,monthly issuance,930525
2943,2943,2437,OWNER,805628,1,1,monthly issuance,951204
2944,2944,2438,OWNER,435823,71,71,monthly issuance,971116
2945,2945,2439,OWNER,210602,74,74,monthly issuance,960813
2946,2946,2439,DISPONENT,265123,74,74,monthly issuance,960813
2947,2947,2440,OWNER,575518,19,19,monthly issuance,971218
2948,2948,2441,OWNER,781120,47,47,monthly issuance,961222
2949,2949,2442,OWNER,430925,14,14,monthly issuance,970821
2950,2950,2443,OWNER,440606,46,46,monthly issuance,970625
2951,2951,2444,OWNER,505831,76,76,monthly issuance,970907
2952,2952,2445,OWNER,785117,52,52,monthly issuance,960707
2953,2953,2446,OWNER,360707,3,3,monthly issuance,950116
2954,2954,2447,OWNER,595812,38,38,monthly issuance,970714
2955,2955,2447,DISPONENT,520716,38,38,monthly issuance,970714
2956,2956,2448,OWNER,390806,23,23,monthly issuance,970511
2957,2957,2449,OWNER,780307,23,23,monthly issuance,970805
2958,2958,2450,OWNER,750507,48,48,monthly issuance,960410
2959,2959,2451,OWNER,571119,54,54,monthly issuance,970429
2960,2960,2452,OWNER,281219,1,1,monthly issuance,970714
2961,2961,2452,DISPONENT,336228,1,1,monthly issuance,970714
2962,2962,2453,OWNER,381110,1,1,monthly issuance,930308
2963,2963,2453,DISPONENT,395329,1,1,monthly issuance,930308
2964,2964,2454,OWNER,781127,8,8,monthly issuance,940507
2965,2965,2455,OWNER,185207,30,30,monthly issuance,970206
2966,2966,2456,OWNER,550220,65,65,monthly issuance,950909
2967,2967,2457,OWNER,615115,53,76,monthly issuance,931111
2968,2968,2458,OWNER,620824,40,40,weekly issuance,930314
2969,2969,2459,OWNER,230422,55,55,monthly issuance,970910
2970,2970,2459,DISPONENT,225406,55,55,monthly issuance,970910
2971,2971,2460,OWNER,776203,1,1,monthly issuance,931122
2972,2972,2461,OWNER,760114,1,1,monthly issuance,970928
2974,2974,2463,OWNER,515712,56,56,monthly issuance,941011
2975,2975,2464,OWNER,435318,33,33,issuance after transaction,930702
2976,2976,2465,OWNER,225803,57,57,monthly issuance,961006
2977,2977,2466,OWNER,630206,39,39,monthly issuance,970411
2978,2978,2467,OWNER,485305,33,33,monthly issuance,930529
2979,2979,2468,OWNER,616222,4,4,monthly issuance,960713
2980,2980,2469,OWNER,740614,11,11,monthly issuance,960205
2981,2981,2470,OWNER,495205,16,16,monthly issuance,940723
2982,2982,2471,OWNER,735323,6,6,monthly issuance,940703
2983,2983,2471,DISPONENT,670723,6,6,monthly issuance,940703
2984,2984,2472,OWNER,635524,60,60,monthly issuance,940208
2985,2985,2472,DISPONENT,600413,60,60,monthly issuance,940208
2986,2986,2473,OWNER,520515,14,14,monthly issuance,960216
2987,2987,2473,DISPONENT,465601,14,14,monthly issuance,960216
2988,2988,2474,OWNER,610521,33,33,monthly issuance,960420
2989,2989,2475,OWNER,495201,17,17,monthly issuance,961013
2990,2990,2476,OWNER,385402,32,32,monthly issuance,931212
2991,2991,2476,DISPONENT,410731,32,32,monthly issuance,931212
2992,2992,2477,OWNER,660507,11,11,monthly issuance,970211
2994,2994,2479,OWNER,630722,18,18,monthly issuance,931009
2995,2995,2480,OWNER,415615,35,35,monthly issuance,970907
2996,2996,2481,OWNER,650129,1,1,monthly issuance,951028
2997,2997,2482,OWNER,415309,1,1,monthly issuance,940223
2998,2998,2483,OWNER,610402,1,1,monthly issuance,960929
2999,2999,2484,OWNER,795324,74,74,monthly issuance,930103
3000,3000,2485,OWNER,285402,41,41,monthly issuance,970818
3001,3001,2486,OWNER,581007,1,1,monthly issuance,930227
3002,3002,2487,OWNER,555513,42,42,monthly issuance,951022
3003,3003,2488,OWNER,735512,69,5,monthly issuance,930406
3004,3004,2488,DISPONENT,710713,69,5,monthly issuance,930406
3005,3005,2489,OWNER,310629,43,72,monthly issuance,930309
3006,3006,2490,OWNER,735808,22,22,monthly issuance,950221
3007,3007,2491,OWNER,640411,76,76,monthly issuance,960301
3008,3008,2492,OWNER,191219,73,73,monthly issuance,970901
3009,3009,2493,OWNER,575803,62,62,monthly issuance,930329
3010,3010,2493,DISPONENT,600112,62,62,monthly issuance,930329
3011,3011,2494,OWNER,550919,74,74,monthly issuance,940423
3012,3012,2495,OWNER,556110,70,70,monthly issuance,970319
3013,3013,2496,OWNER,505318,51,51,monthly issuance,940521
3014,3014,2496,DISPONENT,531105,51,51,monthly issuance,940521
3015,3015,2497,OWNER,520229,73,65,monthly issuance,930316
3016,3016,2498,OWNER,770823,40,40,monthly issuance,960301
3017,3017,2499,OWNER,410514,2,2,monthly issuance,960208
3018,3018,2500,OWNER,780128,61,61,monthly issuance,951026
3019,3019,2501,OWNER,690923,30,30,monthly issuance,940226
3020,3020,2502,OWNER,425827,32,32,monthly issuance,961021
3021,3021,2503,OWNER,610824,1,1,monthly issuance,930305
3022,3022,2503,DISPONENT,545922,1,1,monthly issuance,930305
3023,3023,2504,OWNER,590404,16,16,monthly issuance,931209
3024,3024,2505,OWNER,290308,60,60,monthly issuance,960516
3025,3025,2505,DISPONENT,326227,60,60,monthly issuance,960516
3026,3026,2506,OWNER,470325,22,22,issuance after transaction,960712
3027,3027,2507,OWNER,590725,62,62,monthly issuance,961228
3028,3028,2508,OWNER,325423,34,34,monthly issuance,930314
3029,3029,2509,OWNER,700508,43,43,monthly issuance,970613
3030,3030,2510,OWNER,765510,68,61,monthly issuance,930828
3031,3031,2511,OWNER,655905,40,40,monthly issuance,940501
3032,3032,2511,DISPONENT,590410,40,40,monthly issuance,940501
3035,3035,2513,OWNER,641102,27,70,monthly issuance,930722
3036,3036,2514,OWNER,415331,16,16,monthly issuance,950813
3037,3037,2515,OWNER,420104,64,64,monthly issuance,951024
3038,3038,2516,OWNER,465305,6,6,monthly issuance,951116
3039,3039,2517,OWNER,695601,55,55,issuance after transaction,961110
3041,3041,2519,OWNER,275424,4,4,monthly issuance,930115
3042,3042,2520,OWNER,685214,18,18,monthly issuance,950725
3043,3043,2521,OWNER,516115,63,63,monthly issuance,950519
3044,3044,2522,OWNER,451007,36,36,monthly issuance,960121
3045,3045,2523,OWNER,505318,10,10,monthly issuance,930511
3046,3046,2524,OWNER,255122,1,1,monthly issuance,941219
3047,3047,2525,OWNER,751001,45,45,monthly issuance,950508
3048,3048,2526,OWNER,235106,16,16,monthly issuance,960704
3049,3049,2527,OWNER,670406,6,38,monthly issuance,930319
3050,3050,2527,DISPONENT,675731,6,38,monthly issuance,930319
3051,3051,2528,OWNER,280311,65,65,monthly issuance,930325
3054,3054,2530,OWNER,580428,74,74,monthly issuance,960702
3055,3055,2531,OWNER,310223,51,51,monthly issuance,961221
3056,3056,2532,OWNER,595116,38,38,monthly issuance,961224
3057,3057,2532,DISPONENT,620305,38,38,monthly issuance,961224
3058,3058,2533,OWNER,435929,49,49,monthly issuance,950627
3059,3059,2534,OWNER,771129,61,61,monthly issuance,930603
3060,3060,2535,OWNER,600518,61,61,monthly issuance,970121
3061,3061,2535,DISPONENT,656005,61,61,monthly issuance,970121
3062,3062,2536,OWNER,305822,41,41,monthly issuance,941028
3063,3063,2537,OWNER,710129,27,27,monthly issuance,970209
3064,3064,2538,OWNER,300505,42,42,monthly issuance,940130
3065,3065,2539,OWNER,215821,24,24,monthly issuance,970424
3066,3066,2540,OWNER,825309,54,54,monthly issuance,950401
3067,3067,2541,OWNER,525621,57,57,monthly issuance,941108
3068,3068,2541,DISPONENT,540320,57,57,monthly issuance,941108
3069,3069,2542,OWNER,431023,21,21,monthly issuance,930807
3070,3070,2543,OWNER,201212,46,68,monthly issuance,930213
3071,3071,2544,OWNER,675223,38,38,monthly issuance,961204
3072,3072,2545,OWNER,360414,1,1,monthly issuance,961204
3073,3073,2545,DISPONENT,376023,1,1,monthly issuance,961204
3074,3074,2546,OWNER,581107,1,1,monthly issuance,941208
3075,3075,2547,OWNER,410505,74,74,monthly issuance,950428
3076,3076,2548,OWNER,626117,57,57,monthly issuance,960106
3077,3077,2549,OWNER,345224,50,74,monthly issuance,931112
3078,3078,2549,DISPONENT,320131,50,74,monthly issuance,931112
3079,3079,2550,OWNER,430519,67,67,monthly issuance,951111
3080,3080,2551,OWNER,515727,5,5,monthly issuance,960208
3081,3081,2551,DISPONENT,450302,5,5,monthly issuance,960208
3082,3082,2552,OWNER,796017,52,52,monthly issuance,930701
3083,3083,2553,OWNER,710407,41,41,monthly issuance,950724
3084,3084,2554,OWNER,515824,23,36,monthly issuance,930618
3085,3085,2555,OWNER,465629,62,53,monthly issuance,930310
3086,3086,2555,DISPONENT,480914,62,53,monthly issuance,930310
3087,3087,2556,OWNER,595921,46,46,monthly issuance,971019
3088,3088,2557,OWNER,500611,40,40,monthly issuance,931117
3089,3089,2558,OWNER,740726,46,46,monthly issuance,970804
3090,3090,2559,OWNER,681117,32,32,monthly issuance,950601
3091,3091,2560,OWNER,665303,15,15,monthly issuance,970620
3092,3092,2561,OWNER,676106,59,59,monthly issuance,960929
3093,3093,2562,OWNER,660221,35,35,monthly issuance,950815
3094,3094,2563,OWNER,500818,48,48,monthly issuance,950117
3095,3095,2564,OWNER,530629,36,36,monthly issuance,970603
3096,3096,2565,OWNER,820227,74,74,monthly issuance,951004
3097,3097,2566,OWNER,480822,48,48,monthly issuance,930127
3098,3098,2567,OWNER,380623,17,17,monthly issuance,960107
3099,3099,2568,OWNER,651113,17,17,monthly issuance,940302
3100,3100,2569,OWNER,310330,2,2,monthly issuance,940610
3101,3101,2570,OWNER,411213,1,1,monthly issuance,951219
3102,3102,2571,OWNER,795216,61,61,monthly issuance,970115
3103,3103,2572,OWNER,735307,64,64,issuance after transaction,941113
3104,3104,2573,OWNER,825104,4,4,monthly issuance,960716
3105,3105,2574,OWNER,470817,68,68,monthly issuance,930202
3106,3106,2575,OWNER,285303,72,72,monthly issuance,970413
3107,3107,2576,OWNER,601116,30,1,monthly issuance,930902
3108,3108,2576,DISPONENT,625226,30,1,monthly issuance,930902
3109,3109,2577,OWNER,325421,7,7,monthly issuance,950730
3110,3110,2578,OWNER,310227,54,54,monthly issuance,960325
3111,3111,2578,DISPONENT,245207,54,54,monthly issuance,960325
3112,3112,2579,OWNER,390912,24,24,monthly issuance,971018
3113,3113,2580,OWNER,716112,60,60,monthly issuance,951109
3114,3114,2580,DISPONENT,710224,60,60,monthly issuance,951109
3115,3115,2581,OWNER,611130,72,72,monthly issuance,930311
3116,3116,2582,OWNER,510909,28,28,monthly issuance,931101
3117,3117,2583,OWNER,415622,62,62,monthly issuance,930511
3118,3118,2583,DISPONENT,400709,62,62,monthly issuance,930511
3119,3119,2584,OWNER,365126,50,50,monthly issuance,930708
3120,3120,2585,OWNER,640602,75,75,monthly issuance,930210
3121,3121,2586,OWNER,566018,57,57,monthly issuance,970416
3122,3122,2586,DISPONENT,590402,57,57,monthly issuance,970416
3123,3123,2587,OWNER,790725,1,1,monthly issuance,970725
3124,3124,2588,OWNER,585102,5,5,monthly issuance,931204
3125,3125,2589,OWNER,226030,10,10,monthly issuance,961204
3126,3126,2590,OWNER,380113,47,47,monthly issuance,961204
3127,3127,2591,OWNER,205618,1,1,monthly issuance,960506
3128,3128,2592,OWNER,445209,69,69,monthly issuance,930901
3129,3129,2593,OWNER,465801,5,5,monthly issuance,960706
3130,3130,2594,OWNER,555531,19,19,issuance after transaction,970503
3131,3131,2595,OWNER,355614,1,1,monthly issuance,970817
3132,3132,2596,OWNER,755324,1,1,monthly issuance,940902
3133,3133,2597,OWNER,735420,31,31,monthly issuance,970316
3134,3134,2598,OWNER,380504,1,1,monthly issuance,960314
3135,3135,2599,OWNER,690106,48,48,monthly issuance,930420
3136,3136,2600,OWNER,631218,1,1,monthly issuance,960213
3137,3137,2601,OWNER,470226,70,70,monthly issuance,961124
3138,3138,2601,DISPONENT,435812,70,70,monthly issuance,961124
3139,3139,2602,OWNER,565923,46,46,monthly issuance,960617
3140,3140,2602,DISPONENT,590413,46,46,monthly issuance,960617
3141,3141,2603,OWNER,256109,9,9,monthly issuance,960614
3142,3142,2604,OWNER,190318,68,68,monthly issuance,960704
3143,3143,2605,OWNER,445202,21,21,monthly issuance,960110
3144,3144,2606,OWNER,190804,1,1,monthly issuance,940727
3145,3145,2606,DISPONENT,216104,1,1,monthly issuance,940727
3146,3146,2607,OWNER,480715,1,1,monthly issuance,970819
3147,3147,2608,OWNER,645426,19,19,monthly issuance,950809
3148,3148,2609,OWNER,420404,3,73,monthly issuance,930503
3149,3149,2609,DISPONENT,355109,3,73,monthly issuance,930503
3150,3150,2610,OWNER,325724,54,54,monthly issuance,961220
3151,3151,2611,OWNER,515727,1,1,monthly issuance,960306
3152,3152,2612,OWNER,361004,1,1,monthly issuance,970429
3153,3153,2613,OWNER,240617,26,26,monthly issuance,931003
3154,3154,2613,DISPONENT,265221,26,26,monthly issuance,931003
3155,3155,2614,OWNER,735408,44,44,monthly issuance,960911
3156,3156,2615,OWNER,546102,68,68,monthly issuance,940717
3157,3157,2616,OWNER,425226,1,1,monthly issuance,930817
3158,3158,2617,OWNER,406125,1,1,monthly issuance,930924
3159,3159,2618,OWNER,301027,24,60,monthly issuance,930321
3160,3160,2619,OWNER,510629,20,20,monthly issuance,960513
3161,3161,2620,OWNER,801118,66,22,monthly issuance,930803
3162,3162,2621,OWNER,600517,55,55,monthly issuance,951029
3163,3163,2622,OWNER,645526,1,1,monthly issuance,960821
3164,3164,2622,DISPONENT,620910,1,1,monthly issuance,960821
3165,3165,2623,OWNER,765901,3,58,monthly issuance,931009
3166,3166,2624,OWNER,550614,31,31,monthly issuance,960328
3167,3167,2625,OWNER,435908,48,48,weekly issuance,960709
3170,3170,2627,OWNER,210221,76,76,monthly issuance,941002
3171,3171,2627,DISPONENT,245426,76,76,monthly issuance,941002
3172,3172,2628,OWNER,511223,64,64,issuance after transaction,940206
3173,3173,2629,OWNER,465418,66,66,monthly issuance,960910
3174,3174,2629,DISPONENT,521116,66,66,monthly issuance,960910
3175,3175,2630,OWNER,505719,64,64,monthly issuance,951221
3176,3176,2631,OWNER,370707,1,1,monthly issuance,960329
3177,3177,2632,OWNER,380812,24,24,monthly issuance,930102
3178,3178,2633,OWNER,695801,25,25,monthly issuance,960314
3179,3179,2634,OWNER,485312,45,45,monthly issuance,971008
3180,3180,2634,DISPONENT,440930,45,45,monthly issuance,971008
3181,3181,2635,OWNER,430215,27,27,monthly issuance,960204
3182,3182,2636,OWNER,255422,18,18,monthly issuance,961126
3183,3183,2637,OWNER,800224,70,70,monthly issuance,970101
3184,3184,2638,OWNER,596201,5,5,monthly issuance,940602
3185,3185,2639,OWNER,726126,17,17,monthly issuance,930426
3186,3186,2640,OWNER,555114,1,1,monthly issuance,960921
3187,3187,2641,OWNER,520902,7,7,monthly issuance,930502
3188,3188,2642,OWNER,765519,68,68,monthly issuance,950605
3190,3190,2644,OWNER,206101,1,1,monthly issuance,970808
3191,3191,2645,OWNER,756105,56,54,monthly issuance,930522
3192,3192,2646,OWNER,390714,6,6,monthly issuance,970724
3193,3193,2647,OWNER,505222,28,73,monthly issuance,930208
3194,3194,2648,OWNER,755817,51,51,monthly issuance,930413
3195,3195,2649,OWNER,715613,2,2,monthly issuance,930908
3196,3196,2650,OWNER,785814,72,72,monthly issuance,960326
3197,3197,2651,OWNER,580710,1,2,monthly issuance,930321
3198,3198,2651,DISPONENT,535305,1,2,monthly issuance,930321
3199,3199,2652,OWNER,576218,1,1,monthly issuance,960722
3200,3200,2652,DISPONENT,541115,1,1,monthly issuance,960722
3201,3201,2653,OWNER,535806,66,66,monthly issuance,970108
3202,3202,2654,OWNER,220719,56,56,monthly issuance,940721
3203,3203,2655,OWNER,595423,1,1,monthly issuance,960907
3204,3204,2655,DISPONENT,560326,1,1,monthly issuance,960907
3205,3205,2656,OWNER,215625,1,1,monthly issuance,970218
3206,3206,2656,DISPONENT,210521,1,1,monthly issuance,970218
3207,3207,2657,OWNER,256203,55,55,monthly issuance,961007
3208,3208,2658,OWNER,470206,27,27,monthly issuance,971114
3209,3209,2658,DISPONENT,395103,27,27,monthly issuance,971114
3210,3210,2659,OWNER,630830,14,14,monthly issuance,960330
3211,3211,2660,OWNER,675807,17,1,weekly issuance,931017
3213,3213,2661,OWNER,411004,1,1,monthly issuance,970225
3214,3214,2662,OWNER,220512,71,71,monthly issuance,940524
3215,3215,2663,OWNER,365506,64,64,monthly issuance,950125
3216,3216,2664,OWNER,591128,58,58,monthly issuance,940120
3217,3217,2665,OWNER,770502,61,61,monthly issuance,931113
3218,3218,2666,OWNER,651216,49,49,monthly issuance,930308
